station_name,station_code
桜沢,002604
桜沢,001905
桜田門,003787
桜町,009827
桜町,004453
桜町前,006360
桜街道,003320
桟橋車庫前,009200
桟橋通一丁目,009176
桟橋通三丁目,009192
桟橋通二丁目,009182
桟橋通五丁目,009201
桟橋通四丁目,009195
桶川,002761
梁川,001325
梁川,004213
梁瀬,005044
梅の辻,009155
梅ヶ丘,003945
梅ヶ峠,008470
梅ヶ沢,001033
梅ヶ谷,008320
梅坪,005698
梅小路京都西,006061
梅屋敷,004319
梅屋敷,007185
梅山,004369
梅島,003176
梅戸井,005753
梅本,008813
梅林,007885
梅林,009194
梅津寺,008695
梅田,007065
梅迫,004971
梅郷,002861
梓橋,002487
梨郷,001247
梶が谷,004257
梶原,003246
梶屋敷,001659
梶栗郷台地,008568
梶田,007019
棚倉,006729
棚方,009516
森,007990
森,000420
森ノ宮,007202
森上,005243
森下,008718
森下,003711
森下,005402
森口,002538
森宮野原,001692
森小路,006977
森山,009712
森岳,000712
森本,002061
森林公園,002708
森林公園,000245
森田,002624
森町病院前,006515
森石,001799
椋野,008407
植大,006270
植木,009670
植村,009963
植松,007732
植田,001726
植田,007017
植田,005592
植苗,000362
椎名町,003426
椎柴,003208
椎田,008938
検見川,003964
検見川浜,004049
椥辻,006125
椿,008999
楚原,005664
楠,006300
楠久,009412
楠橋,008826
楡原,002158
楡木,002175
楢原,005913
楯山,001138
極楽,004892
極楽寺,005091
極楽橋,008362
楽々園,008137
楽田,005027
榊原温泉口,007258
榎井,008405
榎原,010082
榎戸,003741
榎戸,006299
榎町,002012
榛原,007777
榴ヶ岡,001186
槻木,001236
樅山,002150
樋口,002600
樋越,002248
標茶,000142
樟葉,006407
権堂,002020
権現前,007557
横倉,001271
横倉,001700
横堀,000955
横堤,007063
横尾,007792
横屋,004871
横山,006372
横山,001860
横川,007998
横川,002370
横川一丁目,008006
横川目,000895
横川駅,008001
横手,000892
横江,002087
横河原,008812
横浜,004633
横瀬,002778
横田,004874
横磯,000580
横芝,003907
横間,000711
横須賀,005149
横須賀中央,005163
樫山,006539
樽井,008118
樽見,004062
橋本,004253
橋本,006356
橋本,008232
橋本,009153
橿原神宮前,007878
橿原神宮西口,007876
櫛ヶ浜,008557
櫛原,009389
櫛田,007737
櫟本,007545
欅平,001944
次郎丸,009160
欽明路,008469
歓遊舎ひこさん,009154
止別,000050
正丸,002849
正雀,006726
武並,004717
武之橋,010054
武佐,005647
武佐,000313
武川,002586
武州中川,002820
武州唐沢,002829
武州日野,002826
武州荒木,002571
武州長瀬,002845
武庫,005184
武庫之荘,006828
武庫川,006980
武庫川団地前,007052
武志,004868
武生,002918
武田尾,006424
武蔵中原,004286
武蔵五日市,003372
武蔵塚,009698
武蔵境,003590
武蔵増戸,003383
武蔵大和,003231
武蔵小山,004133
武蔵小杉,004297
武蔵小杉,004301
武蔵小金井,003600
武蔵嵐山,002709
武蔵引田,003395
武蔵新城,004269
武蔵新田,004317
武蔵横手,002945
武蔵浦和,003006
武蔵溝ノ口,004242
武蔵白石,004517
武蔵砂川,003404
武蔵藤沢,003050
武蔵野台,003891
武蔵関,003419
武蔵高萩,002921
武豊,006430
武里,002836
武雄温泉,009518
段,009877
段原一丁目,008076
段山町,009748
殿山,002352
母恋,000410
母野,004243
比叡山坂本,005764
比土,007244
比地大,008428
比奈,005493
比婆山,006147
比島,002682
比布,000061
比延,006063
比治山下,008085
比治山橋,008095
比津,007770
比立内,000749
比羅夫,000346
比良,005305
比良,005283
毘沙門,000521
毘沙門台,007908
毛呂,002846
毛賀,004559
氏家,001974
気仙沼,000982
気山,004275
気賀,006600
水上,001813
水俣,009921
水前寺,009765
水前寺公園,009783
水原,001329
水口,006119
水口城南,006140
水口松尾,006097
水口石橋,006134
水城,009228
水天宮前,003753
水尻,008230
水居,002524
水島,007778
水巻,008723
水成川,010109
水戸,002319
水族館口,010035
水橋,001867
水沢,000943
水沢江刺,000942
水沼,002180
水海道,002736
水無瀬,006369
水田,008259
水窪,005484
水落,002816
水道橋,003580
水道町,009753
水郷,002943
水野,005295
水間観音,008014
水鳥,004147
氷川台,003261
氷見,001764
永原,004527
永和,005578
永尾,009528
永山,000077
永平寺口,002634
永犬丸,008770
永田,002597
永田,004513
永田町,003782
永福町,003794
永覚,005886
求名,004289
汐ノ宮,007912
汐入,005161
汐留,003887
汐見橋,007303
江の浦,009577
江ノ島,005087
江井ヶ島,007227
江住,009236
江別,000196
江北,009494
江北,003171
江南,005070
江南,005011
江原,004619
江口,008544
江古田,003337
江吉良,005067
江坂,006800
江尻,001837
江尾,005152
江島,006393
江崎,007478
江川崎,009545
江戸川,003331
江戸川台,002926
江戸川橋,003534
江戸橋,006858
江曽島,002155
江木,002263
江波,008121
江津,005944
江田,004340
江田,001597
江端,002725
江見,005792
江迎鹿町,009400
江部乙,000111
江釣子,000904
池の浦,007888
池ノ上,003914
池上,004309
池下,005473
池場,005895
池尻,008995
池尻大橋,003972
池戸,008292
池月,001029
池田,009724
池田,006535
池田,000329
池袋,003390
池袋,003379
池谷,008443
池部,007655
池野,004720
沓掛,008056
沖松島,008180
沢,002855
沢ノ町,007587
沢中山,002054
沢井,003076
沢入,002089
沢尻,000676
沢渡,003082
沢田,001086
沢目,000659
沢良宜,006662
沢間,005610
河佐,007629
河内,007907
河内国分,007692
河内堅上,007670
河内天美,007639
河内小阪,007350
河内山本,007520
河内松原,007668
河内森,006733
河内永和,007345
河内磐船,006723
河内花園,007359
河内長野,007934
河原,004837
河原田,006285
河原町,009768
河原町,001198
河口湖,004529
河合,002174
河合西,006365
河和,006720
河和口,006646
河堀口,007470
河山,008357
河崎口,004659
河戸帆待川,007799
河曲,006312
河毛,004684
河津,006846
河瀬,005292
河芸,006706
河辺,003134
河辺の森,005572
河野原円心,006268
油島,000997
油川,000522
油日,006337
油木,005846
油津,010044
油田,002017
油須原,008996
治良門橋,002372
沼ノ端,000364
沼久保,005351
沼南,002802
沼津,005689
沼田,002035
沼袋,003475
沼部,004279
泉,001710
泉,001360
泉ヶ丘,007846
泉中央,001124
泉佐野,007992
泉体育館,003476
泉外旭川,000778
泉大津,007834
泉岳寺,004042
泉崎,001609
泉沢,000474
泉田,000995
泉福寺,009513
泉郷,001581
泊,006213
泊,004494
泊,001711
法善寺,007621
法界院,007180
法華口,006376
法隆寺,007600
波久礼,002605
波多江,009108
波多浦,009861
波子,006153
波川,009197
波方,008475
波根,005259
波止浜,008473
波瀬,009381
波田,002545
波田須,008656
波野,009641
波高島,004769
泰澄の里,002757
洋光台,004894
洗足,004180
洗足池,004239
洗馬,002647
洗馬橋,009758
洛西口,006156
洞泉,000927
洞爺,000384
津,006905
津ノ井,004650
津ノ森,004630
津久井浜,005356
津久田,002112
津久見,009589
津久野,007746
津南,001677
津古,009277
津和野,007902
津奈木,009910
津守,007442
津山,005819
津山口,005821
津島,005420
津島ノ宮,008354
津川,001394
津幡,002010
津新町,006998
津田,006623
津田山,004229
津田沼,003681
津福,009409
津谷,001018
津軽中里,000502
津軽二股,000490
津軽五所川原,000539
津軽大沢,000605
津軽宮田,000518
津軽尾上,000583
津軽新城,000533
津軽浜名,000487
津軽湯の沢,000639
津軽石,000835
津軽飯詰,000530
洲先,007031
洲原,004265
流山,002992
流山おおたかの森,002969
流山セントラルパーク,002993
流通センター,004285
浄心,005385
浄水,005623
浅利,005864
浅川,008975
浅水,002748
浅海,008573
浅海井,009602
浅草,003502
浅草,003522
浅草橋,003636
浅虫温泉,000517
浅野,004531
浅間町,005409
浅香,007641
浅香山,007630
浜の宮,006871
浜中,000173
浜加積,001816
浜北,006673
浜厚真,000372
浜吉田,001270
浜名湖佐久米,006683
浜坂,004132
浜寺公園,007751
浜寺駅前,007748
浜小清水,000047
浜山公園北口,004864
浜崎,009276
浜川崎,004488
浜村,004491
浜松,007059
浜松町,003949
浜河内,008629
浜田,006302
浜田山,003763
浜田浦,000374
浜町,003706
浜町アーケード,009833
浜野,004357
浜金谷,005471
浦ノ崎,009370
浦上,009813
浦上車庫,009803
浦上駅前,009812
浦佐,001603
浦和,002989
浦和美園,002933
浦安,004523
浦安,003875
浦宿,001081
浦山,001755
浦山口,002811
浦川,005814
浦幌,000350
浦本,001652
浦添前田,010124
浦田,008935
浦田,007703
浦賀,005227
浪岡,000562
浪板海岸,000870
浪江,001464
浪花,005300
浮孔,007843
浮間舟渡,003107
浮鞭,009607
海の公園南口,005003
海の公園柴口,004988
海の王迎,009604
海ノ中道,008926
海ノ口,002109
海南,008442
海士有木,004577
海尻,002711
海山道,006205
海岸寺,008332
海岸通,008154
海崎,009618
海浜幕張,003984
海浦,009892
海瀬,002572
海王丸,001817
海田市,008122
海神,003567
海老名,004672
海老江,007102
海老津,008763
海芝浦,004564
海路,009890
海部,009022
海鹿島,003456
涌谷,001063
涙橋,010071
涸沼,002462
淀,006293
淀屋橋,007133
淀川,007097
淀江,004658
淡路,006876
淡路町,003661
淡輪,008210
深井,007776
深堀町,000444
深川,000102
深戸,003720
深日港,008236
深日町,008233
深江,006963
深江橋,007226
深浦,000572
深溝,008536
深田,009441
深谷,002553
深郷田,000503
淵垣,005029
淵野辺,004315
添田,009091
清児,007976
清和学園前,009074
清峰高校前,009461
清川,000999
清川口,000436
清明,002730
清武,009971
清水,005898
清水,005405
清水,006964
清水五条,006021
清水公園,002819
清水原,000989
清水川,000509
清水町,008730
清洲,005290
清流みはらし,008388
清流新岩国,008433
清滝,004083
清澄白河,003754
清瀬,003179
清荒神,006582
清輝橋,007418
清里,002884
清里町,000071
清音,007455
渋川,002188
渋木,008245
渋民,000764
渋沢,004906
渋谷,003922
渕東,002546
渕高,005317
渚,002511
渚,002754
渡,009908
渡島当別,000472
渡島沼尻,000421
渡島砂原,000417
渡川,008223
渡波,001092
渡瀬,009580
渡瀬,002463
渡辺橋,007114
渡辺通,009044
温泉津,005724
温田,005005
港北,005649
港区役所,005677
港南中央,004816
港南台,004900
港山,008699
港町,004417
湊,007683
湊川,007220
湊川公園,007231
湖北,002976
湖山,004478
湖遊館新駅,004673
湘南台,004842
湘南江の島,005083
湘南海岸公園,005071
湘南深沢,005015
湘南町屋,004999
湯の山温泉,005952
湯の川,000450
湯の川温泉,000452
湯の洞温泉口,004311
湯ノ峠,008482
湯之元,010023
湯前,009897
湯尾,003084
湯島,003558
湯川,009001
湯平,009517
湯本,001684
湯檜曽,001794
湯江,009663
湯沢,000940
湯河原,005541
湯浅,008554
湯浦,009900
湯瀬温泉,000708
湯玉,008395
湯田中,001869
湯田村,007728
湯田温泉,008436
湯西川温泉,001723
湯谷温泉,006132
湯里,005676
湯野,007726
湯野上温泉,001549
源じいの森,008989
源道寺,005313
溜池山王,003810
溝の口,004238
溝口,006242
滋賀里,005849
滋野,002363
滑川,001827
滑河,002954
滑津,002499
滝,006197
滝,002025
滝の茶屋,007504
滝ノ上,000334
滝ノ間,000648
滝不動,003327
滝井,006933
滝原,008144
滝宮,008341
滝尾,009506
滝山,006458
滝川,000117
滝本,003099
滝水,009647
滝沢,000770
滝谷,001463
滝谷,007887
滝谷不動,007882
滝部,008281
滝野,006209
滝野川一丁目,003276
漆山,001130
漕代,007753
潜竜ヶ滝,009427
潟元,008177
潟町,001574
潮来,002851
潮見,003928
澄川,000301
瀬々串,010097
瀬上,001348
瀬峰,001037
瀬戸,006903
瀬戸口,005329
瀬戸市,005288
瀬戸市役所前,005293
瀬戸瀬,000037
瀬戸石,009886
瀬田,009676
瀬田,006069
瀬見温泉,001008
瀬谷,004615
瀬辺地,000499
瀬野,007979
瀬高,009561
灘,007046
為栗,005084
烏丸,005992
烏丸御池,005962
烏山,002022
烏森,005518
烏江,005101
然別,000188
焼津,006382
焼石,003435
熊ヶ根,001143
熊取,008008
熊山,006703
熊崎,009567
熊川,003411
熊本,009785
熊本城・市役所前,009750
熊本駅前,009781
熊本高専前,009671
熊西,008705
熊谷,002589
熊野前,003266
熊野市,008674
熱海,005685
熱田,005587
熱郛,000363
燕,001401
燕三条,001406
片倉,004038
片倉町,004551
片原町,008168
片原町,001864
片岡,001847
片浜,005635
片瀬山,005062
片瀬江ノ島,005090
片瀬白田,006621
片貝,002281
片野,008706
牛ケ原,002759
牛ノ浜,009949
牛ノ谷,002472
牛久,002794
牛久保,006590
牛山,005196
牛島,008490
牛津,009460
牛浜,003353
牛渕,008821
牛渕団地前,008818
牛田,007988
牛田,003288
牛田,006013
牛込柳町,003618
牛込神楽坂,003602
牟岐,008920
牟礼,001850
牧,009473
牧,005000
牧之郷,006062
牧山,006868
牧志,010134
牧落,006527
牧野,006455
物井,003727
特牛,008254
犀川,008944
犀潟,001583
犬吠,003564
犬塚,009462
犬山,004888
犬山口,004905
犬山遊園,004859
犬島新町,001879
犬川,001264
犬飼,009587
狐ヶ崎,005953
狛江,004076
狛田,006711
狩場沢,000516
狩川,000998
狩生,009613
狩留家,007875
狭山,007800
狭山ヶ丘,003068
狭山市,002991
狭間,004035
狸小路,000242
猊鼻渓,000963
猪名寺,006775
猪田道,006902
猪苗代,001444
猪苗代湖畔,001461
猪谷,002200
猫又,001857
猿和田,001381
猿投,005622
猿橋,004170
猿猴橋町,008045
猿田,003275
獨協大学前,003016
玄武洞,004266
玉ノ井,005008
玉之江,008653
玉出,007533
玉名,009654
玉垣,006425
玉川,007154
玉川,000647
玉川上水,003371
玉川学園前,004324
玉川村,002090
玉戸,002430
玉手,007926
玉村,002596
玉来,009637
玉柏,006992
玉桂寺前,006348
玉水,006625
玉江,008010
玉淀,002614
玉造,007260
玉造温泉,004736
玉野,005189
王子,003236
王子保,002979
王子公園,007024
王子神谷,003207
王子駅前,003239
王寺,007616
玖村,007881
玖波,008326
玖珂,008474
現川,009776
球場前,007627
球場前,009244
球泉洞,009901
琴似,000220
琴似,000217
琴平,008408
琴芝,008627
琴電屋島,008175
琴電志度,008225
琴電琴平,008410
瑞光四丁目,006824
瑞江,003667
瑞浪,004915
瑞穂,000028
瑞穂区役所,005583
瑞穂運動場東,005616
瑞穂運動場西,005608
環状通東,000212
瓜連,002182
瓢箪山,007365
瓢箪山,005363
瓦ヶ浜,006065
瓦町,008191
甘地,006066
甘木,009296
甘露寺前,008385
甚目寺,005368
生地,001729
生山,005452
生瀬,006545
生田,004159
生田,000830
生田原,000049
生見,010101
生野,005486
生野屋,008549
生駒,007122
生駒山上,007219
生麦,004538
産業振興センター,004962
用土,002573
用宗,006259
用瀬,004987
用賀,004109
甫嶺,000950
田んぼアート,000578
田上,001384
田並,009259
田中,002343
田中口,008375
田丸,007868
田主丸,009366
田井ノ浜,008842
田井ノ瀬,008350
田京,005936
田代,009322
田儀,005171
田切,003656
田原,006399
田原坂,009664
田原本,007725
田原町,002669
田原町,003530
田吉,009964
田園調布,004245
田奈,004412
田子,009257
田尻,001046
田尾寺,006473
田山,000704
田島,002444
田島高校前,001585
田崎橋,009795
田川伊田,008959
田川市立病院,008929
田川後藤寺,008969
田布施,008619
田本,004970
田村,004954
田沢,002423
田沢湖,000795
田沼,002325
田浦,005133
田添,001976
田無,003423
田町,007369
田町,004000
田畑,002986
田県神社前,005061
田神,004784
田窪,008824
田立,004267
田端,003335
田老,000780
田舎館,000577
田辺,007519
田辺島通,009101
田野,009975
田野,009288
田野倉,004258
田野口,005828
田野畑,000740
田鶴浜,001656
由仁,000304
由宇,008538
由岐,008839
由布院,009447
由比,005707
由比ヶ浜,005081
由良,004550
甲南,006232
甲南山手,006926
甲奴,007062
甲子園,006954
甲子園口,006879
甲州街道,003783
甲府,003867
甲斐上野,004313
甲斐住吉,004052
甲斐大和,004040
甲斐大島,005031
甲斐大泉,002929
甲斐小泉,002952
甲斐岩間,004545
甲斐常葉,004698
甲東中学校前,010045
甲東園,006761
甲浦,009190
甲立,007130
甲西,006008
甲賀,006307
甲陽園,006794
男川,006220
男衾,002626
男鹿,000755
男鹿高原,001665
町屋,003302
町屋二丁目,003291
町屋駅前,003299
町方,005394
町田,004387
畑田,008319
留萌,000045
留辺蘂,000087
畝傍,007827
畝傍御陵前,007855
畠田,007659
畦野,006350
番田,002533
番田,004379
発坂,002675
発寒,000201
発寒中央,000209
発寒南,000216
登別,000395
登戸,004130
白丸,003065
白久,002818
白井,003135
白井海岸,000725
白兎,001220
白坂,001640
白塚,006742
白子,006482
白山,008307
白山,003461
白山,001301
白山長滝,002882
白岡,002737
白島,007995
白島,008013
白川口,004293
白市,007947
白庭台,006966
白木,007970
白木原,009219
白木山,007838
白楽,004554
白沢,010111
白沢,000654
白沢,006176
白沢渓谷,005309
白河,001625
白浜,008915
白浜の宮,006693
白滝,000057
白石,009894
白石,000267
白石,001269
白石,000255
白石蔵王,001272
白神岳登山口,000624
白糠,000321
白糸台,003873
白老,000383
白金台,004044
白金高輪,004025
白銀,000616
白馬,001946
白馬大池,001875
白鳥高原,002896
白鷺,007733
百合が原,000185
百合ヶ丘,004185
百舌鳥,007709
百舌鳥八幡,007704
百草園,003936
的場,002889
的場町,008063
的形,006712
皆実町二丁目,008106
皆実町六丁目,008116
皆瀬,009498
皆野,002681
益子,002210
益生,005812
益田,007236
盛,000951
盛岡,000792
目出,008587
目名,000360
目時,000651
目白,003470
目白山下,005078
目黒,004072
直川,009665
直方,008860
直江,004879
直江津,001600
直見,009651
相ノ木,001922
相内,000083
相原,004206
相可,007837
相川,006807
相月,005646
相模原,004284
相模大塚,004614
相模大野,004426
相模沼田,005135
相模湖,004148
相模金子,005013
相武台下,004544
相武台前,004525
相浦,009529
相生,006554
相生,003494
相生山,005693
相知,009358
相老,002258
相良藩願成寺,009914
相見,006342
相賀,008467
相野,006200
相野々,000916
相馬,001347
県,002443
県庁前,008755
県庁前,010136
県庁前,008037
県庁前,007145
県庁前,004226
県庁前,009136
県庁前,001948
県庁通り,007360
県病院前,008129
県立体育館前,009742
県立大学,005181
県立美術館前,006019
県立美術館通,009128
県総合運動場,006040
真倉,004792
真土,009489
真室川,000988
真岡,002224
真布,000073
真幸,009932
真滝,000983
真申,009512
真菅,007797
真駒内,000314
真鶴,005510
矢代田,001375
矢作,001393
矢作橋,006163
矢倉,002126
矢切,003229
矢加部,009551
矢原,008445
矢口渡,004329
矢向,004403
矢吹,001586
矢場町,005485
矢岳,009928
矢島,000932
矢川,003733
矢幅,000829
矢掛,007513
矢本,001091
矢板,001789
矢田,007590
矢田,005378
矢田前,000526
矢神,006204
矢祭山,001763
矢賀,008024
矢越,000972
矢部,004304
矢野,008160
矢野口,004032
知和,005383
知多半田,006321
知多奥田,006690
知多武豊,006433
知寄町,009137
知寄町一丁目,009133
知寄町三丁目,009139
知寄町二丁目,009135
知床斜里,000053
知波田,006818
知立,005984
石上,005017
石下,002613
石井,008502
石井,005738
石仏,005128
石倉,000416
石刀,005039
石切,007178
石動,001988
石原,005114
石原,002579
石原町,008831
石和温泉,003935
石地,001469
石垣,010106
石場,005988
石屋川,007006
石山,006098
石山寺,006142
石山通,000291
石岡,002552
石嶺,010129
石川,000609
石川,000606
石川プール前,000610
石川台,004247
石川町,004716
石巻,001083
石巻あゆみ野,001082
石手川公園,008780
石才,007967
石打,001693
石打ダム,009859
石橋,009846
石橋,002225
石橋阪大前,006594
石津,007714
石津,005414
石津北,007706
石津川,007707
石浜,006141
石清水八幡宮,006351
石狩沼田,000078
石生,005519
石田,006212
石田,008778
石神井公園,003292
石神前,003096
石蟹,006179
石見,007681
石見横田,007555
石見津田,006962
石見福光,005749
石越,001000
石部,005920
石鎚山,008671
石鳥谷,000851
砂川,000124
砂川七番,003447
砂田橋,005397
砂越,000985
研究学園,002656
砥堀,006396
砺波,002041
碇ヶ関,000631
碧南,006381
碧南中央,006344
碧海古井,006221
磐城,007819
磐城塙,001709
磐城太田,001424
磐城守山,001543
磐城常葉,001498
磐城棚倉,001673
磐城浅川,001647
磐城石井,001730
磐城石川,001618
磐梯熱海,001473
磐梯町,001438
磐田,007025
磯ノ浦,008318
磯分内,000134
磯原,001800
磯子,004821
磯山,006575
磯崎,002306
磯部,002431
磯部,002073
磯鶏,000819
礼拝,001482
礼文,000378
社台,000380
社家,004765
社町,006265
祇園,004856
祇園,009021
祇園四条,005997
祇園新橋北,007961
祇園橋,009772
祐天寺,004050
祖師ヶ谷大蔵,004024
祖母島,002140
祖谷口,008600
祝園,006796
神ノ木,007564
神代,008586
神代,000823
神代（鍋島邸前）,009678
神保原,002484
神保町,003651
神俣,001544
神前,008286
神前,008386
神城,002009
神埼,009393
神奈川,004612
神奈川新町,004579
神宮丸太町,005918
神宮前,005605
神宮寺,000849
神宮西,005597
神尾,006354
神山,001320
神崎川,006916
神志山,008766
神戸,002145
神戸,007224
神戸,007299
神戸三宮,007120
神戸空港,007482
神明,002797
神明町,007640
神杉,006708
神村学園前,010019
神楽坂,003578
神楽岡,000098
神武寺,005098
神水交差点,009797
神沢,005703
神泉,003938
神海,004394
神田,009449
神田,003677
神田（交通局前）,010061
神町,001093
神畑,002305
神目,006318
神立,002608
神谷,005496
神谷町,003900
神農原,002497
神辺,007758
神野,006675
神鉄六甲,006697
神鉄道場,006395
神領,005212
禅昌寺,003003
福,007077
福井,002688
福井,007685
福井口,002677
福井城址大名町,002686
福井駅,002687
福住,000299
福俵,004376
福光,002117
福原,002348
福吉,009247
福地,006453
福大前,009187
福大前西福井,002671
福居,002417
福山,007862
福岡,001911
福岡空港,009015
福島,001373
福島,007091
福島今町,010095
福島口,009367
福島学院前,001353
福島町,008050
福島高松,010094
福崎,006164
福川,008501
福工大前,008894
福江,008535
福浦,004968
福渡,006387
福生,003300
福用,006304
福田町,001159
福知山,005124
福知山市民病院口,005097
福神,008042
福部,004378
福野,002081
福野,003994
福間,008847
福音寺,008791
禾生,004300
私市,006753
秋山,003206
秋川,003413
秋津,003151
秋田,000783
秋葉原,003624
秋鹿町,004600
秦野,004913
秩父,002758
秩父別,000093
稀府,000399
程久保,003950
稚内,000001
稚子塚,001969
種差海岸,000628
種市,000642
稲原,008722
稲城,004056
稲城長沼,004011
稲子,005278
稲尾,002120
稲戸井,002872
稲村ヶ崎,005103
稲枝,005341
稲梓,006965
稲毛,004047
稲毛海岸,004093
稲永,005723
稲沢,005226
稲田,002323
稲田堤,004067
稲穂,000187
稲積公園,000195
稲荷,006145
稲荷口,006551
稲荷山,002127
稲荷山公園,003011
稲荷町,008066
稲荷町,003519
稲荷町,001943
稲野,006770
穂積,004841
穂高,002366
積志,006750
穴内,009239
穴吹,008518
穴太,005816
穴太,005758
穴守稲荷,004364
穴山,003247
穴川,008145
穴川,004039
穴水,001577
穴生,008715
穴部,005162
空港第2ビル,003173
空港通り,008287
窪川,009500
竈山,008396
立ヶ花,001883
立会川,004244
立場,004775
立小路,001016
立山,002085
立川,003634
立川北,003617
立川南,003649
立川目,000898
立木,005174
立江,008605
立田,009087
立町,008055
立石,009262
立花,006886
立道,008434
立野,009301
立野,009672
立間,009408
立飛,003499
竜ヶ崎,002903
竜ヶ水,010025
竜王,003852
竜田,001553
竜田口,009731
竜田川,007561
竜舞,002449
竜野,006519
竪堀,005472
端岡,008255
端野,000066
端間,009325
競艇場前,003943
競輪場前,001843
競輪場前,006771
競馬場前,000446
競馬場前,008752
竹ノ塚,003101
竹下,009090
竹中,009573
竹原,008188
竹岡,005359
竹村,005855
竹松,009640
竹橋,003691
竹沢,002665
竹浦,000390
竹田,006172
竹田,005116
竹芝,003958
竹野,003976
竹鼻,005036
笈川,001430
笑内,000739
笠上黒生,003410
笠寺,005712
笠岡,007830
笠島,001540
笠師保,001648
笠幡,002908
笠松,004902
笠田,008270
笠縫,007749
笠置,006799
笠間,002310
第一通り,007035
笹原,009156
笹原田,002149
笹子,004224
笹川,003021
笹平,001809
笹木野,001366
笹津,002111
笹谷,001358
笹貫,010079
笹部,006322
笹塚,003806
等々力,004191
等持院・立命館大学衣笠キャンパス前,005884
筑前内野,009202
筑前前原,009145
筑前垣生,008797
筑前大分,009027
筑前山家,009264
筑前山手,008979
筑前岩屋,009287
筑前庄内,008987
筑前植木,008838
筑前深江,009232
筑後吉井,009365
筑後大石,009356
筑後船小屋,009546
筑後草野,009382
筑波山頂,002515
筑紫,009269
筑豊中間,008799
筑豊直方,008857
筑豊香月,008814
筒井,007548
筒井,000541
筒石,001626
筬島,000015
箕島,008481
箕浦,008534
箕田,006363
箕谷,006810
箕面,006481
箱作,008179
箱崎,008985
箱崎九大前,008980
箱崎宮前,008988
箱根ヶ崎,003180
箱根板橋,005250
箱根湯本,005271
箱石,000828
箸尾,007684
箸蔵,008541
築地,003860
築地口,005697
築地市場,003886
築城,008917
築山,007786
篠ノ井,002096
篠原,005515
篠原,005700
篠原,009065
篠塚,002477
篠山口,005815
篠崎,003565
篠栗,008976
篠目,008291
篠路,000179
簗場,002075
籠原,002561
米ノ津,009927
米内沢,000706
米原,005075
米子,004758
米子空港,004516
米山,001546
米島口,001824
米川,008492
米沢,001302
米津,006328
米野,005495
米野木,005613
粉河,008302
粉浜,007554
粕川,002245
粟ヶ崎,002048
粟井,008639
粟島（大阪屋ショップ前）,001900
粟津,006081
粟津,002341
粟生,006417
粟生津,001404
粟野,004149
糀谷,004349
糒,008925
糠南,000010
糠沢,000672
糸井,000371
糸島高校前,009113
糸崎,008068
糸田,008933
糸貫,004644
糸魚川,001666
紀ノ川,008328
紀三井寺,008411
紀伊,008305
紀伊中ノ島,008348
紀伊井田,008852
紀伊佐野,008913
紀伊内原,008649
紀伊勝浦,008974
紀伊天満,008964
紀伊姫,009251
紀伊宮原,008488
紀伊富田,008939
紀伊小倉,008344
紀伊山田,008242
紀伊市木,008783
紀伊御坊,008672
紀伊新庄,008877
紀伊日置,009041
紀伊有田,009255
紀伊浦神,009114
紀伊清水,008250
紀伊田原,009208
紀伊田辺,008867
紀伊由良,008607
紀伊神谷,008349
紀伊細川,008360
紀伊長島,008394
紀伊長田,008306
紀和,008351
紀見峠,008135
納内,000100
純心学園前,010065
紙屋町東,008048
紙屋町西,008043
紫,009252
紫波中央,000841
紫香楽宮跡,006272
細井川,007579
細呂木,002498
細岡,000198
細畑,004814
細谷,006666
細谷,002446
細野,002272
経堂,003970
経塚,010126
経田,001765
結城,002432
結崎,007645
絹延橋,006476
綱島,004406
網代,005850
網干,006571
網引,006406
網田,009855
網走,000034
網野,003865
綾ノ町,007635
綾川,008337
綾瀬,003214
綾織,000883
綾羅木,008581
綾部,005106
綾里,000956
緋牛内,000058
総元,005257
総合リハビリセンター,005586
総合運動公園,007199
総持寺,006508
総社,007263
緑,000105
緑が丘,006768
緑が丘,004210
緑が丘,000101
緑井,007911
緑園都市,004714
緑地公園,006728
緑川,009852
緑橋,007201
緑町,005208
緒川,006094
緒方,009630
練馬,003328
練馬春日町,003243
練馬高野台,003314
縄文小ヶ田,000690
縮景園前,008023
繁藤,008912
織笠,000857
織部,004524
置賜,001279
美々津,009893
美並苅安,003912
美乃坂本,004590
美乃浜学園,002312
美佐島,001624
美作加茂,005462
美作千代,005808
美作土居,006030
美作大崎,005844
美作江見,005940
美作河井,005334
美作滝尾,005614
美作落合,005899
美作追分,005805
美加の台,007977
美合,006257
美咲が丘,009177
美唄,000139
美園,000282
美夜古泉,008887
美女平,002084
美山,002760
美川,002191
美幌,000072
美旗,007355
美栄橋,010133
美江寺,004777
美浜,004217
美浜緑苑,006628
美深,000021
美濃太田,004693
美濃山崎,005354
美濃川合,004700
美濃市,004402
美濃本郷,004680
美濃松山,005498
美濃津屋,005228
美濃白鳥,002944
美濃赤坂,004873
美濃青柳,004985
美濃高田,005092
美瑛,000114
美田園,001217
美留和,000116
美祢,008425
美章園,007475
美薗中央公園,006640
美術館図書館前,001365
美袋,006973
美談,004781
美里,002440
美馬牛,000121
群馬八幡,002369
群馬原町,002103
群馬大津,002121
群馬総社,002247
群馬藤岡,002486
義塾高校前,000607
羽ノ浦,008622
羽倉崎,008022
